subject,title,level,credit_amount,description,last_taught
MUSIC,MUSIC AND SOCIETY,201,2,Music during defined historical periods with emphasis on political and social contexts. May concentrate on a specific era or geographical area,S19
MUSIC,DELTA BLUES,202,3,"Traces the history of the blues in America's racial history. Begins by examining the living conditions that produced the blues in rural Mississippi (sharecropping, the cotton industry, the Great Flood of 1927). Continues by detailing the emergence of blues in the early recording industry (Paramount, OKeh), including the earliest examples (W.C. Handy, Mamie Smith), as well as the singers emerging in the 1920s (Blind Lemon Jefferson, Charley Patton, Robert Johnson). Follows migrations northward to",U21
MUSIC,AMERICAN ETHNICITIES AND POPULAR SONG,203,3,Examination of the role played by popular song in the formation of ethnic and racial identities in the United States with particular emphasis placed on both music's role in the perpetuation of racism and its use as a form of protest and anti-racist activism,U22
MUSIC,STUDY ABROAD: INTERMEDIATE MUSIC THEORY OR HISTORY,204,1-3,An intermediate-level academic course in music taken in a UW-Madison resident study abroad program. Course must be taught at an intermediate level as determined by the School of Music based on prerequisites and/ or course syllabus. Enrollment in a UW-Madison resident study abroad program,
MUSIC,THE BIG BANDS,205,2,A study of significant dance orchestras from 1920 to 1950: development of style and influence on popular musical taste,F18
MUSIC,THE LEGENDARY PERFORMERS,206,2,A survey of pioneer performers who influenced popular musical taste from 1920 to 1950,S19
MUSIC,SURVEY OF THE HISTORY OF WESTERN MUSIC,211,3,"Introduction to development of music in the European tradition, before 1750",F24
MUSIC,SURVEY OF THE HISTORY OF WESTERN MUSIC,212,3,"Introduction to development of music in the European tradition, 1750 to the present",S25
MUSIC,JAZZ THEORY & COMPOSITION,229,3,"Introduction to the applied theory of functional tonal and modal jazz harmony; analysis of song forms from the standard jazz repertoire; study of reharmonization techniques, chord substitution, and types of chord voicings; principles of melodic writing and motivic development, jazz counterpoint, and voice-leading considerations; and writing for common instruments in jazz ensembles. Students will analyze compositions from the standard jazz repertoire and apply the principles studied to create the",S25
MUSIC,BASCOM COURSE,236,3,"A low-enrollment course developing skills in critical reading, logical thinking, use of evidence, and use of library resources. Emphasis on writing in the conventions of specific fields",S22
MUSIC,"INTERPLAY BETWEEN MUSIC, ART, AND SOCIETY",240,3,"Explore the relationships between the arts as they intersect with aspects of society, historically and in the present day, through various visual, auditory, and text-based expressive forms. Examine personal life experiences and ideas along with current issues related to music and art, and practice self-expression through the arts. No previous experience in any art form is necessary",S25
MUSIC,INTRODUCTION TO CONDUCTING AND PEDAGOGY,252,2,"Introduction to the basic elements in conducting. Students will learn elementary conducting skills including technique, score study, rehearsal preparation, rehearsal structure, private studio construction, teaching techniques, and professional marketing",S25
MUSIC,CONDUCTING,253,2,"Conducting techniques, emphasis on practical application to vocal and instrumental groups",F24
MUSIC,CONDUCTING,254,2,"Continuation of conducting techniques, emphasis on practical application to vocal and instrumental groups",S25
MUSIC,UNIVERSITY OPERA,256,1-2,"Opera role: preparation, rehearsal and performance in University opera production. Contact School of Music for audition information",S25
MUSIC,OPERA WORKSHOP,257,2,"Performance of scenes from standard operas, including singing, accompanying, and dramatic action; instruction in voice projection, posture, and gesture; problems of staging, lighting, costuming, and scenery. Contact School of Music for audition information",S25
MUSIC,GLOBAL HAND DRUMMING ENSEMBLE: SURVEY OF SELECTED GLOBAL HAND DRUMMING TRADITIONS,260,1,Exploration of a variety of global drumming traditions culminating in group performance opportunities. Learn specific techniques and rhythms as well as skills required to facilitate drum circles for all levels of players,S25
MUSIC,JAZZ ENSEMBLE,262,1,Assignments in performing ensemble literature. Audition and instructor consent required for students enrolling the first time,S25
MUSIC,ENSEMBLE: WISCONSIN SINGERS,264,1,The training of singers and musicians for show choir. Audition and instructor consent required for students enrolling the first time,S19
MUSIC,ENSEMBLE-WOODWIND,265,1,Assignments in performing ensemble literature. Audition and instructor consent required for students enrolling the first time,S25
MUSIC,RESISTANCE MUSIC ENSEMBLE,266,1,"Assignments in performing ensemble literature. Explore a variety of musical styles created from social movements and generational and cultural identity, through rehearsals and performance. Styles to be covered, studied, and performed include, but are not limited to Hip Hop, Reggae, Jazz, and Cumbia. Audition and instructor consent required for students enrolling the first time",S25
MUSIC,ENSEMBLE-BRASS,267,1,Assignments in performing ensemble literature. Audition and instructor consent required for students enrolling the first time,S25
MUSIC,ENSEMBLE-PERCUSSION,268,1,Assignments in performing ensemble literature. Audition and instructor consent required for students enrolling the first time,S25
MUSIC,ENSEMBLE-STRING,269,1,Assignments in performing ensemble literature. Audition and instructor consent required for students enrolling the first time,S25
MUSIC,ENSEMBLE-GUITAR,270,1,"Rehearsal, coaching and preparing guitar literature for performance of duos, trios, and quartets. Audition and instructor consent required for students enrolling the first time. Musicians other than guitarists are permitted to enroll and be incorporated into the ensembles",S25
MUSIC,SPECIAL TOPICS IN MUSIC,297,1-3,"Exploration of wide-ranging topics in music history, music performance, music theory or music education",S25
MUSIC/CURRIC,PRINCIPLES OF MUSIC EDUCATION,300,2,"Principles of music education, including philosophy, history, and current practices and curricular trends. Survey of music education in and out of schools as situated within diverse, pluralistic communities",S25
MUSIC/CURRIC,"COMPOSITION, ARRANGEMENT, AND ORCHESTRATION FOR THE MUSIC TEACHER",304,2,"Introduction to the teaching of musical composition, arrangement, and orchestration. Special emphasis on how music technologies interact with conceptions of composition, arrangement, and orchestration; implications for music learning and teaching",F24
MUSIC,GREAT COMPOSERS,306,3,"Examination of the life, cultural background, and works of a major figure in Western music history",S19
MUSIC,"MUSICAL WOMEN IN EUROPE AND AMERICA: CREATIVITY, PERFORMANCE, AND IDENTITY",317,3,"Explores women's musical activities and issues related to them by focusing on composers, performers, and audiences in a wide range of contexts, from Europe in the Medieval Era through 21st-century America; no reading knowledge of music is required",S22
MUSIC/AFROAMER/DANCE,CULTURAL CROSS CURRENTS: WEST AFRICAN DANCE/MUSIC IN THE AMERICAS,318,3,"The influence of traditional West African dance/music heritage in historical, artistic, social contexts in the development of new hybrid forms of music/dance created by cross-pollination of cultures of Africans, Europeans and indigenous peoples in the New World",U25
MUSIC,TOPICS IN MUSIC AND ETHNICITY IN THE UNITED STATES,319,3,"Explores music of ethnic groups in the U.S., including that of marginalized minorities, in its cultural context. Topics may include the music of African American, Asian American, Native American and Jewish communities",U25
MUSIC,JAZZ ARRANGING,329,3,"Survey of standard musical techniques and devices for arranging leadsheet-based jazz compositions for medium and large jazz ensembles through score study, musical exercises, and arranging projects for live ensembles. Topics include jazz counterpoint and melody writing; preparing arrangements through outlines and condensed scores; chord substitutions and reharmonization; ranges, timbres, notational and technical considerations of standard jazz instruments; motivic development; voicing techniques,",
MUSIC,JAZZ IMPROVISATION,331,3,"Theoretical concepts, development of aural skills, and analysis procedures related to the jazz idiom. Audition required",F24
MUSIC,JAZZ IMPROVISATION,332,3,"More advanced theoretical concepts, development of aural skills, and analysis procedures related to the jazz idiom",S25
MUSIC/CURRIC,PRACTICUM IN TEACHING MUSIC,337,1,Observation and participation in K-12 music education settings,S25
MUSIC,PEDAGOGY,340,1-2,"Pedagogical methods for applied music offered on all instruments and voice by appropriate applied staff. Survey of music, methods, and materials",S25
